"filename","SampleID","leaf_code","tree","cohort","leaf","date","obs","A","Ci","CO2_s","CO2_r","gsw","Pa","Qin","RHcham","Tleaf","SampleID_num"
"ACi_3.1.1_20230308.xlsx","3.1.1_20230308","3.1.1","3","1","1","20230308",64.5,8.33699724392684,266.397427917248,398.577508928571,416.602285714286,0.109601510390037,101.301196428571,1200.01848214286,69.9347329587183,32.4834973214286,119
"ACi_3.1.2_20220718.xlsx","3.1.2_20220718","3.1.2","3","1","2","20220718",64,5.14576339729999,301.830195988005,402.133428571429,416.309,0.0914127573229327,101.213285714286,1200.01428571429,68.2039418489975,32.2843428571429,120
"ACi_3.1.2_20221012.xlsx","3.1.2_20221012","3.1.2","3","1","2","20221012",64,3.63524650707114,241.723247385479,402.477571428571,413.905285714286,0.0386087994002894,101.020285714286,1199.97714285714,69.7042684126896,34.6552714285714,121
"ACi_3.1.2_20221130.xlsx","3.1.2_20221130","3.1.2","3","1","2","20221130",64.5,5.78830772613352,235.537140168104,404.280330357143,416.546821428571,0.0584677315465302,100.894071428571,1200.01964285714,70.4479342314048,33.9904714285714,122
"ACi_3.1.2_20230308.xlsx","3.1.2_20230308","3.1.2","3","1","2","20230308",64,2.98143067726926,296.760616580855,400.96075,413.930125,0.0506820982193271,101.285375,1199.9925,69.5067812512117,32.8451625,123
"ACi_4.1.1_20220707.xlsx","4.1.1_20220707","4.1.1","4","1","1","20220707",64,6.41213572275949,176.6988075971,401.451,416.310285714286,0.0477401117771903,101.172571428571,1199.98857142857,68.1696240223157,33.9609714285714,124
"ACi_4.1.2_20220707.xlsx","4.1.2_20220707","4.1.2","4","1","2","20220707",64,8.35663548611082,241.953709943774,399.141,415.705625,0.0912724218857684,101.154375,1200.035,68.2581361943292,33.0599375,125
"ACi_4.1.3_20220707.xlsx","4.1.3_20220707","4.1.3","4","1","3","20220707",63.5,4.91162855164396,218.265890118936,400.074026785714,413.504151785714,0.0458361462219359,101.10275,1200.00553571429,67.803077763691,34.1347071428571,126
"ACi_5.1.1_20221015.xlsx","5.1.1_20221015","5.1.1","5","1","1","20221015",64,1.64504375072851,243.14062701837,401.498375,412.99325,0.0178207939364284,101.320125,1200.02,69.608804404515,35.9136875,127
"ACi_5.1.1_20230202.xlsx","5.1.1_20230202","5.1.1","5","1","1","20230202",65.5,2.61586746821634,324.031879706789,401.404196428571,413.976428571429,0.0601247230443649,101.45975,1199.97982142857,69.9271752304548,31.0898517857143,128
